gene,weight
ENSG00000250321.1,-0.008422705011131891
ENSG00000214593.3,0.008396068036524377
ENSG00000122585.8,-0.008380490932670024
ENSG00000264349.1,-0.00837287599979084
ENSG00000276758.1,0.008344990654693744
ENSG00000250762.1,-0.008341107493534916
ENSG00000278022.1,0.008336445311831205
ENSG00000234134.1,0.00833112333833153
ENSG00000254851.1,-0.008321682064563287
ENSG00000251689.1,0.008313320720782119
ENSG00000209082.1,0.008311374724301894
ENSG00000207497.1,-0.008258024349345014
ENSG00000212342.1,0.008235139287547336
ENSG00000257956.1,-0.008213061068569604
ENSG00000267692.1,0.00818993883553973
ENSG00000186832.9,0.008172603377061462
ENSG00000240231.1,-0.008167141110485514
ENSG00000252363.1,0.008051905309382011
ENSG00000206778.1,0.008049634233954491
ENSG00000252311.1,0.008030650260202069
ENSG00000251774.1,-0.008008950922953314
ENSG00000269028.3,-0.007969160441492406
ENSG00000210077.1,-0.00796133420438157
ENSG00000228217.1,0.007935513840477063
ENSG00000185479.6,0.007913644000741836
ENSG00000221083.1,-0.007879277152851348
ENSG00000266640.1,-0.007848802069433357
ENSG00000214748.2,0.007846841028546244
ENSG00000237418.1,0.007826374897629542
ENSG00000279115.2,0.0078012983219489206
ENSG00000237760.1,0.007775983910077521
ENSG00000201003.1,0.007775818543992451
ENSG00000232969.1,0.0077705048887337785
ENSG00000225972.1,-0.007765403944932537
ENSG00000234268.1,-0.007754627251339538
ENSG00000282431.1,0.007740758893049751
ENSG00000264961.1,0.007723577457788071
ENSG00000278974.1,-0.007706642275213242
ENSG00000210112.1,0.0076932416322911725
ENSG00000207146.1,0.007691935340611874
ENSG00000256618.2,-0.007657366513801394
ENSG00000258404.1,-0.007632702935104594
ENSG00000207258.1,0.007618778588143377
ENSG00000243854.3,-0.007610549899701638
ENSG00000244694.7,0.007588616761013713
ENSG00000185290.4,-0.007571143131942917
ENSG00000210140.1,-0.007553959392706898
ENSG00000226624.1,0.00746355888684526
ENSG00000242971.3,-0.007444986730259219
ENSG00000231698.2,0.007437570572785631
ENSG00000201813.1,0.0074353232687989395
ENSG00000269246.1,0.007431184058820877
ENSG00000250942.1,0.007427407714449721
ENSG00000236496.2,0.0074224626452999345
ENSG00000212542.1,0.0074158655102698895
ENSG00000203785.9,0.007363450245224256
ENSG00000214888.3,0.007362196333604195
ENSG00000234743.1,0.007341771166659286
ENSG00000236090.2,-0.0073324817814026996
ENSG00000275515.1,-0.007305777351251947
ENSG00000238150.1,0.0072960604312819356
ENSG00000241794.2,0.007258890224977919
ENSG00000227673.1,0.007252248122816718
ENSG00000252026.1,0.007212461273479995
ENSG00000255928.1,-0.007197702588546061
ENSG00000252332.1,0.007176362309717971
ENSG00000167178.16,-0.0071407014343222545
ENSG00000134762.17,0.007133339211862138
ENSG00000287002.1,0.00713071300832986
ENSG00000225616.2,0.007128592534664097
ENSG00000262902.1,-0.007123740944729458
ENSG00000201882.1,0.0070908372728454286
ENSG00000112299.8,-0.007069791140299115
ENSG00000201448.1,-0.0070577477419856
ENSG00000253030.1,-0.00703887903778747
ENSG00000211784.2,0.007032269543168639
ENSG00000252975.1,-0.007013175691193039
ENSG00000253404.1,-0.007008994037173295
ENSG00000199476.1,0.007006049509765994
ENSG00000134443.10,-0.00699677438982839
ENSG00000255965.1,0.00699122468376336
ENSG00000134757.5,0.006984201334223811
ENSG00000276926.1,0.006970970108214525
ENSG00000230355.1,0.006969335392031614
ENSG00000200204.1,0.006952792326089856
ENSG00000265855.1,0.006918363767663912
ENSG00000264056.1,0.006912609682866843
ENSG00000241464.3,0.006889770551142458
ENSG00000232679.2,-0.006863552655433647
ENSG00000201801.1,0.0068558991136992535
ENSG00000211924.1,0.006849548253271988
ENSG00000156414.19,-0.006842005651757666
ENSG00000207392.1,0.006835092166146821
ENSG00000223086.1,0.0068349883708762145
ENSG00000173868.12,-0.006827867299808037
ENSG00000050730.16,0.0068252641638146235
ENSG00000200502.1,0.006821736892006789
ENSG00000220267.1,0.006796636723280118
ENSG00000231271.1,-0.006794951034171541
ENSG00000213761.4,0.0067913754371624006
ENSG00000230107.1,-0.006786330013978097
ENSG00000283907.1,0.006758772733550038
ENSG00000228985.1,0.006758636050558639
ENSG00000211850.1,0.006757690611941117
ENSG00000106178.7,-0.00673513806434898
ENSG00000240665.1,0.006727032883712692
ENSG00000286009.2,0.006720032407668465
ENSG00000239112.1,0.006709729553712348
ENSG00000222858.1,0.006701765211051927
ENSG00000253822.1,0.006682298064097957
ENSG00000166897.16,-0.006673959376645415
ENSG00000164266.11,-0.006660952585071997
ENSG00000263641.1,0.006639017029881477
ENSG00000257231.1,0.006636264309609304
ENSG00000256802.2,-0.006632229131075926
ENSG00000229769.2,0.006627763116846882
ENSG00000057149.16,0.006609764836859711
ENSG00000271973.1,0.0065989564543692345
ENSG00000007216.15,-0.006589123873505988
ENSG00000206957.2,-0.006577543759392272
ENSG00000230836.1,-0.006577155663761235
ENSG00000211699.2,0.006575999716301267
ENSG00000167656.5,0.006552032039186866
ENSG00000252206.1,-0.006549761571920632
ENSG00000275743.1,-0.006546930084157899
ENSG00000202347.1,0.0065287265782968265
ENSG00000275678.1,-0.006524114552556241
ENSG00000253326.2,-0.006521589693998409
ENSG00000207223.1,0.006510795866758425
ENSG00000265612.1,-0.006494331318995692
ENSG00000145192.13,0.006492314092205302
ENSG00000273837.1,-0.006489247356344927
ENSG00000249020.1,-0.006486837178996006
ENSG00000236360.2,-0.0064703297643112405
ENSG00000227401.1,0.006460644716063526
ENSG00000171954.13,0.006454052721041942
ENSG00000281990.1,-0.006451623979606124
ENSG00000222032.1,-0.006448331336084151
ENSG00000278847.1,0.006438430575088358
ENSG00000264386.1,0.0064095903510351
ENSG00000274525.1,0.0063887114348984584
ENSG00000213025.2,0.006380423911937921
ENSG00000105991.10,0.0063502252874264396
ENSG00000180316.12,0.006347294796412823
ENSG00000254964.1,-0.006317887730697085
ENSG00000252349.1,-0.006316742889334197
ENSG00000211856.1,-0.00631390561895656
ENSG00000274280.1,0.006307775858159695
ENSG00000227161.1,-0.006303870194913919
ENSG00000272006.1,-0.0063026293831191125
ENSG00000272236.1,0.0062977407920154355
ENSG00000235034.7,-0.006293121020467104
ENSG00000201118.1,-0.0062866875738172
ENSG00000221740.1,0.0062665611908902345
ENSG00000235821.1,0.006260997155795059
ENSG00000225079.2,0.006260490099310955
ENSG00000266370.1,-0.006249329470413903
ENSG00000274276.4,-0.00624076771719143
ENSG00000167768.4,0.006239262432829276
ENSG00000287770.1,-0.0062290903789043416
ENSG00000238120.1,0.006224737946460122
ENSG00000214652.6,-0.0062146340634872625
ENSG00000251787.1,0.0062118000835335915
ENSG00000142178.9,-0.0061992258072613785
ENSG00000229604.2,-0.006195960628090873
ENSG00000199875.1,-0.0061899837150614385
ENSG00000207631.1,0.006186685365802031
ENSG00000201109.1,-0.006179773336282796
ENSG00000253525.1,-0.006176279070231039
ENSG00000228695.10,-0.006174358304837123
ENSG00000200350.1,-0.006172878678367645
ENSG00000275550.1,-0.0061728661299898695
ENSG00000228399.1,-0.0061630546006559315
ENSG00000264610.1,0.0061479970292083385
ENSG00000267319.1,0.006137477423700258
ENSG00000211623.2,0.006131614119986535
ENSG00000164434.12,0.006130063216869761
ENSG00000201121.1,-0.0061275193358898816
ENSG00000226251.6,-0.006127357211709187
ENSG00000141433.13,0.0061240038339349994
ENSG00000212237.1,0.006114812646148292
ENSG00000211642.3,0.006111293497475584
ENSG00000265800.1,-0.006107646866231376
ENSG00000206775.1,-0.006105926835186951
ENSG00000276641.1,0.006093694366464454
ENSG00000261172.1,0.006090538547813526
ENSG00000223274.6,-0.006084269877383932
ENSG00000263466.1,-0.00608411168138066
ENSG00000182585.10,0.006071448330810552
ENSG00000102109.9,-0.006069135929666265
ENSG00000143452.16,-0.006053210808892522
ENSG00000163209.15,0.006036932461569538
ENSG00000252671.1,-0.006025038052195428
ENSG00000211796.1,0.006019780808089937
ENSG00000234782.3,-0.00601183994163344
ENSG00000206875.1,0.006005350335350322
ENSG00000135472.9,-0.006000579050747774
ENSG00000137825.11,-0.005988997824406271
ENSG00000265521.1,-0.005977060140723486
ENSG00000270951.1,0.005963789732965026
ENSG00000225851.1,0.005956360784799633
ENSG00000234354.3,-0.005955303075662322
ENSG00000243260.3,-0.005951991322966458
ENSG00000199059.3,-0.0059505691483269785
ENSG00000286811.1,0.005946790086510628
ENSG00000238964.1,0.0059391991220795306
ENSG00000206991.1,0.005930826942928029
ENSG00000279900.1,-0.005927453985244261
ENSG00000206848.1,0.005921478452699734
ENSG00000278869.1,-0.0059107003765369644
ENSG00000206936.1,-0.005902876883688382
ENSG00000207325.1,0.005898597676580049
ENSG00000230216.1,0.005898162132707478
ENSG00000207276.1,0.005895286801662495
ENSG00000136110.13,-0.005892475583875833
ENSG00000286171.1,0.005883499653674708
ENSG00000252148.1,-0.0058802846930872165
ENSG00000240005.6,-0.005878299323721099
ENSG00000151948.12,0.005874317578486291
ENSG00000251703.1,0.005853008174847095
ENSG00000172548.14,0.005846100397324203
ENSG00000112541.17,-0.005840416693482118
ENSG00000211914.1,-0.005839056118207065
ENSG00000272435.1,-0.0058320703280975725
ENSG00000238741.1,-0.005831339236291402
ENSG00000254364.1,-0.005820736194342767
ENSG00000282780.1,0.005818268891298067
ENSG00000218357.3,-0.005816909713053249
ENSG00000105143.12,0.005814304902488557
ENSG00000122133.17,-0.005809705318265236
ENSG00000175352.11,-0.00580672339884608
ENSG00000164220.7,-0.005798761033941703
ENSG00000281780.1,0.005790531283908985
ENSG00000207357.1,-0.0057761740632561644
ENSG00000224611.1,-0.005762291091862424
ENSG00000279812.1,0.005758726029752133
ENSG00000206075.14,0.005757447889524812
ENSG00000271781.1,-0.005754681025955272
ENSG00000266538.1,-0.005753996746729798
ENSG00000204792.2,-0.005753766521713718
ENSG00000275710.1,-0.0057484375368025194
ENSG00000252218.1,-0.0057454861292904925
ENSG00000252448.1,-0.005744922016543688
ENSG00000254719.1,-0.005743328391643534
ENSG00000166106.3,-0.005737039194976799
ENSG00000105261.7,0.005731346826867312
ENSG00000225840.2,0.005730750461789295
ENSG00000251892.1,0.00572408224387621
ENSG00000231409.3,-0.00572373695160666
ENSG00000158258.16,0.0057202563960944055
ENSG00000266897.1,0.00571876080872498
ENSG00000253414.3,0.005706330865209752
ENSG00000265981.1,0.005705222329195641
ENSG00000263370.1,0.005689975266389214
ENSG00000212440.1,-0.0056889019311652765
ENSG00000207744.1,0.005683935692932925
ENSG00000206674.1,0.005683454443402531
ENSG00000236209.1,-0.005681112933307028
ENSG00000269373.1,0.005670359866809621
ENSG00000224239.1,0.005669073117877732
ENSG00000202081.1,0.0056613581515565295
ENSG00000227857.2,-0.00565426033287662
ENSG00000215006.4,-0.005646756206933815
ENSG00000284194.3,-0.005639715964793489
ENSG00000266555.1,0.005637033309972324
ENSG00000202434.1,-0.0056305637807856955
ENSG00000211750.2,-0.005629711612366133
ENSG00000211692.1,-0.005627571856720815
ENSG00000252581.1,0.0056217269596735946
ENSG00000224875.2,-0.00561963517204889
ENSG00000275227.1,0.0056190218883712785
ENSG00000232177.1,-0.005617804075845441
ENSG00000254287.1,-0.005613915399112116
ENSG00000235369.1,-0.005613088538901869
ENSG00000183878.15,0.005610457872866739
ENSG00000101197.13,-0.005595465825588988
ENSG00000136872.20,-0.005594773502990679
ENSG00000226970.2,-0.005591407363581516
ENSG00000227196.1,0.005588098672532245
ENSG00000201700.3,-0.005582623418313482
ENSG00000260592.1,-0.005577635145942049
ENSG00000251985.1,0.005570798518856966
ENSG00000205755.12,-0.0055690994585410785
ENSG00000252098.1,-0.005568405718064173
ENSG00000252174.1,0.005565557866114902
ENSG00000272079.2,-0.005556438350607904
ENSG00000249619.1,0.005556323320308603
ENSG00000264616.1,0.005555704538021176
ENSG00000231245.2,-0.005554283231358149
ENSG00000212402.1,0.0055533893780553775
ENSG00000207624.1,-0.005546747966036774
ENSG00000200834.1,-0.0055463350363062795
ENSG00000129151.9,0.005540909733665674
ENSG00000003137.8,-0.005539778308908106
ENSG00000266245.1,0.0055367016293417295
ENSG00000262519.1,0.005531975260542958
ENSG00000207088.1,-0.00553160949275179
ENSG00000275191.1,0.005525707091795337
ENSG00000275426.1,-0.005521000317726608
ENSG00000233854.2,0.005517574988420728
ENSG00000206815.1,-0.005502626926393913
ENSG00000233929.1,0.005501275510378919
ENSG00000134339.9,0.005500270691789986
ENSG00000211875.1,-0.005500228396865623
ENSG00000275418.1,0.00548802823311332
ENSG00000211779.3,0.005485267068128402
ENSG00000199719.1,-0.005471442297122677
ENSG00000265396.1,-0.005469473871050813
ENSG00000218502.3,0.005466467802545507
ENSG00000125726.11,0.005465145733183542
ENSG00000274822.1,-0.005442005208062468
ENSG00000207708.1,-0.00544106353536166
ENSG00000211907.1,0.005437136454308578
ENSG00000252244.1,-0.005433736987167721
ENSG00000180720.7,-0.005433155300716745
ENSG00000188095.6,-0.005430432436375003
ENSG00000249304.1,0.005421309987818416
ENSG00000137975.8,0.005420283129627711
ENSG00000201839.1,0.0054118129252489775
ENSG00000211866.1,-0.005411780563809377
ENSG00000228171.1,0.005411461914338137
ENSG00000266712.3,0.0054089526034131604
ENSG00000178934.5,0.005408292137687499
ENSG00000181374.8,-0.0053920859342553255
ENSG00000134240.12,-0.00539181971613969
ENSG00000042832.12,-0.005390388662733191
ENSG00000263693.1,-0.005383180448765591
ENSG00000166823.5,-0.005381316059435291
ENSG00000264148.1,0.005371315945509077
ENSG00000174871.11,0.005366752840895337
ENSG00000147689.16,-0.005359935680958337
ENSG00000159208.16,0.0053549233610838765
ENSG00000138685.17,-0.005352723513726995
ENSG00000226499.1,-0.005344116821193212
ENSG00000243550.3,0.0053419195827613475
ENSG00000283197.1,-0.005340740713264565
ENSG00000224324.1,-0.0053350386362420055
ENSG00000228793.2,0.0053275566914064475
ENSG00000239571.1,-0.005327383388455875
ENSG00000237111.1,-0.00532091724581131
ENSG00000276102.1,0.005316171761137397
ENSG00000230537.2,-0.005312768792280319
ENSG00000137699.17,0.00531238739413714
ENSG00000252164.1,-0.005307541964126698
ENSG00000235427.1,0.005300328812233572
ENSG00000249602.1,-0.005299598932087874
ENSG00000214612.3,0.005299459606100774
ENSG00000207721.1,-0.005299399539870929
ENSG00000234450.1,-0.00529893624857783
ENSG00000140297.13,-0.005295599063460709
ENSG00000162840.4,0.005294497922776831
ENSG00000221510.1,0.005293445704014081
ENSG00000144891.18,0.005287945662044855
ENSG00000221044.2,-0.005283669425807928
ENSG00000184956.16,-0.005281025072194168
ENSG00000125571.9,-0.0052806950920438
ENSG00000255893.1,-0.005279754425815478
ENSG00000252274.1,-0.005276789075001576
ENSG00000252242.1,-0.005276018310117977
ENSG00000183793.14,0.005275407565865614
ENSG00000082556.14,0.0052697833744276825
ENSG00000252410.1,-0.00526941777414041
ENSG00000264994.1,0.005253265667004253
ENSG00000226999.1,0.005250263499863638
ENSG00000273821.1,-0.005238032513154954
ENSG00000244256.3,0.00523786387573616
ENSG00000211925.1,0.005234018008184525
ENSG00000205274.3,0.005232298473983508
ENSG00000222255.1,-0.0052267701021344246
ENSG00000216676.2,-0.00522129410072284
ENSG00000120645.12,0.005221033137804879
ENSG00000277702.1,0.005220850306235749
ENSG00000275747.1,-0.005219026185154498
ENSG00000199023.3,0.005213137906288748
ENSG00000211491.2,0.005209342187319355
ENSG00000227470.1,-0.005205578116739351
ENSG00000228966.2,0.005203844759203303
ENSG00000170498.9,-0.005202942739895771
ENSG00000264314.1,0.005201634084980012
ENSG00000067048.17,0.0052004088803201875
ENSG00000253691.2,0.005199858159566558
ENSG00000170835.16,0.005199089928536017
ENSG00000166863.13,0.005198874762074418
ENSG00000274620.1,0.0051931052232347995
ENSG00000223624.1,0.005188070478679171
ENSG00000183742.13,-0.00518704107447681
ENSG00000204652.6,-0.005186398762951319
ENSG00000244076.1,-0.005185318384266759
ENSG00000253944.1,-0.005183645486571902
ENSG00000179059.10,0.00518204440737317
ENSG00000230937.12,0.005179056730799198
ENSG00000256812.2,0.005178291544981817
ENSG00000214914.3,-0.005175240380072362
ENSG00000173432.12,0.005171521905996926
ENSG00000278267.1,0.005169873031764878
ENSG00000242675.1,-0.0051690231415156855
ENSG00000181126.13,0.005165888791943471
ENSG00000262663.1,0.005164482826928243
ENSG00000143502.15,-0.005157512923017247
ENSG00000207234.1,0.005155227194069092
ENSG00000271825.1,-0.005153483899632375
ENSG00000275834.1,0.005144934293803799
ENSG00000200893.1,-0.005144113959495031
ENSG00000277840.1,-0.005141631143222426
ENSG00000225523.2,0.005140083192540659
ENSG00000259094.1,0.00513099731800429
ENSG00000236794.5,-0.005126887049673084
ENSG00000157766.19,-0.005126846125092572
ENSG00000239830.1,-0.0051245610267547466
ENSG00000251922.1,0.00512125125981356
ENSG00000263361.1,0.005114742408366381
ENSG00000286089.1,0.00511225774726067
ENSG00000201470.1,-0.005105511095643252
ENSG00000271983.1,-0.005103094249886988
ENSG00000185633.10,0.0050989357921290045
ENSG00000211883.1,0.005096950180789118
ENSG00000252376.1,0.005096372280098373
ENSG00000224331.2,0.005093533046241519
ENSG00000264814.1,0.005092139277913357
ENSG00000222448.1,-0.005090071656856451
ENSG00000207750.1,0.005089588858619885
ENSG00000100604.13,-0.005084724314723374
ENSG00000258011.2,-0.005083395612930014
ENSG00000264201.1,-0.005083248456894254
ENSG00000265936.1,-0.005080895280585167
ENSG00000170465.10,0.0050787164091378395
ENSG00000200677.1,0.005075611394999154
ENSG00000211815.3,0.005072652570550074
ENSG00000275373.1,-0.005070832637467729
ENSG00000212264.1,-0.00506769780006852
ENSG00000219222.1,-0.005067145695223756
ENSG00000243225.2,0.005065630290191475
ENSG00000228728.1,-0.005061411697392489
ENSG00000202058.1,0.005058353317951324
ENSG00000222455.1,0.005057889173826533
ENSG00000258273.1,-0.005050201334945055
ENSG00000241656.1,0.005047819586262289
ENSG00000207627.1,-0.00504304311329385
ENSG00000110680.13,-0.005037248630094478
ENSG00000176399.4,-0.005034718162530004
ENSG00000206756.1,-0.005031123836469636
ENSG00000235743.2,0.005030638224875409
ENSG00000129988.6,0.0050298504213682855
ENSG00000211828.1,0.005026056783418879
ENSG00000199121.4,-0.005018476772026706
ENSG00000206627.1,0.005016340278201351
ENSG00000110400.11,0.005015358977494836
ENSG00000199562.1,-0.005013213467079957
ENSG00000265982.1,-0.005004777203582077
ENSG00000199824.1,0.0050002641845455454
ENSG00000270885.2,-0.004997094906976681
ENSG00000287430.1,0.004992531479339548
ENSG00000271717.1,-0.004990332201039836
ENSG00000283672.1,-0.0049886381028432115
ENSG00000215105.4,-0.0049881348038915375
ENSG00000226886.1,0.00498414826842663
ENSG00000236939.2,0.004983870718392494
ENSG00000264017.2,-0.00498148160090413
ENSG00000144460.12,0.004970749622972891
ENSG00000212257.1,0.004965425985489353
ENSG00000105855.10,-0.0049620715401764715
ENSG00000272128.1,0.004960234958608199
ENSG00000133710.16,0.004954083485987832
ENSG00000176826.15,-0.004949438861854276
ENSG00000259205.2,0.004949070807232747
ENSG00000221716.1,0.004947099486781412
ENSG00000227634.3,-0.004944971831373618
ENSG00000199509.1,0.004943716394077709
ENSG00000124469.12,-0.0049428553053312415
ENSG00000274508.1,0.004942825650844948
ENSG00000212411.1,0.004940162270281738
ENSG00000270048.1,-0.004937273489971561
ENSG00000115009.13,0.004936134481488071
ENSG00000238554.1,-0.0049337294065906956
ENSG00000226744.1,-0.004930638559176405
ENSG00000261612.1,-0.004924032715736104
ENSG00000283016.1,-0.0049201680472995835
ENSG00000251361.1,-0.004918213575634073
ENSG00000251652.1,-0.00491565267899797
ENSG00000253957.1,-0.00491472952212639
ENSG00000183690.13,-0.004912976088165878
ENSG00000252172.1,-0.0049123490365176985
ENSG00000280408.1,0.004906053198935376
ENSG00000202251.1,-0.004896534030200321
ENSG00000200152.1,0.004894522323364975
ENSG00000214290.8,0.004889251587459128
ENSG00000260015.1,0.004888499012299395
ENSG00000146678.10,-0.004886868542036691
ENSG00000261216.1,-0.004885824422288122
ENSG00000235284.1,0.004874738523715433
ENSG00000188508.11,0.004873779733966879
ENSG00000261804.2,0.004870022583496971
ENSG00000225075.1,-0.004866916984059217
ENSG00000264188.1,0.004866370058271644
ENSG00000262136.1,0.004863151577412415
ENSG00000226363.3,-0.004853998245798276
ENSG00000225854.2,0.00485328207278038
ENSG00000166670.10,0.004852494087575097
ENSG00000254373.1,-0.004851422655216799
ENSG00000124780.14,0.004848867389697121
ENSG00000177551.5,0.0048483804695467906
ENSG00000230777.1,0.004845939852248293
ENSG00000158089.15,-0.004840536979114492
ENSG00000226580.1,0.004840435052990529
ENSG00000282935.1,-0.004837069382141176
ENSG00000174326.14,-0.004835428901705318
ENSG00000263413.2,-0.0048308885276212195
ENSG00000211804.3,0.0048290498905957215
ENSG00000228437.5,-0.004825909526545362
ENSG00000284670.1,0.004824994327638014
ENSG00000166922.8,-0.004824854616475897
ENSG00000273906.1,0.004824429445556378
ENSG00000156413.14,-0.004824302803603178
ENSG00000276406.1,-0.004823210521266437
ENSG00000280620.1,-0.004815670586276411
ENSG00000241657.1,-0.004813852865440382
ENSG00000106804.8,0.0048115034114603866
ENSG00000237643.2,0.004810731788516977
ENSG00000264796.1,0.004810172504247128
ENSG00000199697.1,-0.004809432657537085
ENSG00000265443.1,-0.004809000362863288
ENSG00000147003.7,0.004804931325416486
ENSG00000187013.4,-0.004803845123468002
ENSG00000211641.3,-0.004802498497517788
ENSG00000256166.1,-0.004797518743353421
ENSG00000275070.1,0.004796945020804151
ENSG00000238966.1,0.004794024612995775
ENSG00000284648.1,-0.0047939970296356086
ENSG00000267108.1,0.004792990596937845
ENSG00000170231.16,-0.004792323501774117
ENSG00000252845.1,0.004790032874138059
ENSG00000207233.1,-0.0047804442935638495
ENSG00000256148.1,0.00477733561942515
ENSG00000271830.1,0.004768657443088783
ENSG00000252835.1,0.004767188603741243
ENSG00000212458.1,-0.004764006254251616
ENSG00000164070.12,0.004763015521340885
ENSG00000086506.3,0.004762214955863248
ENSG00000140287.11,0.004762177547267705
ENSG00000230037.1,0.004759743664526571
ENSG00000237413.5,0.004755418365748069
ENSG00000252970.1,-0.004751870404498316
ENSG00000232383.1,0.004746847074377965
ENSG00000185559.16,0.004745803235034042
ENSG00000239839.7,0.004744232928422524
ENSG00000232621.1,-0.004740508162915417
ENSG00000186493.13,0.004739398844264314
ENSG00000184697.7,-0.004737443226447988
ENSG00000252916.1,0.00473738114979291
ENSG00000277764.1,0.004732005377978954
ENSG00000012817.16,0.0047314434900173315
ENSG00000207554.1,0.004731297442146346
ENSG00000199313.1,-0.00472692048770813
ENSG00000267868.1,-0.004723557806743348
ENSG00000279136.1,-0.004721468242393667
ENSG00000202111.1,0.004721390927219583
ENSG00000265929.1,-0.004714862318339224
ENSG00000217527.1,0.004710729432691826
ENSG00000264429.1,-0.004708884577406262
ENSG00000170166.6,-0.004706720966978535
ENSG00000170382.12,0.004706262621760593
ENSG00000248773.1,-0.0047013635644136825
ENSG00000128422.17,0.004701062827839843
ENSG00000225889.9,0.004698565152522177
ENSG00000206914.1,0.004693108664939584
ENSG00000252933.1,-0.004690975854683154
ENSG00000229133.1,0.004690875634977133
ENSG00000274214.1,0.004688873257212947
ENSG00000206763.1,-0.004685050353579347
ENSG00000284485.1,0.004684327052944476
ENSG00000127129.10,-0.004680954024722592
ENSG00000207260.1,-0.00467507413237516
ENSG00000199846.1,-0.004666521529789407
ENSG00000173535.15,0.004659086374098931
ENSG00000176919.13,-0.004658557513461401
ENSG00000213950.2,0.004651132116234389
ENSG00000225556.1,-0.0046483317744108535
ENSG00000237751.2,0.004647534893961418
ENSG00000287097.1,0.004646248912527701
ENSG00000207336.1,-0.00464577235266906
ENSG00000202255.1,0.0046443298189766434
ENSG00000223138.1,-0.004628653643310352
ENSG00000273107.1,0.004627278329545665
ENSG00000158578.21,-0.0046261564705502405
ENSG00000199944.1,-0.004621304160276158
ENSG00000253477.5,0.004619052436404235
ENSG00000182327.8,-0.004618349945683728
ENSG00000236452.1,0.004618248962742484
ENSG00000036672.16,0.00461657475076711
ENSG00000079689.14,-0.004610307943894944
ENSG00000207370.1,0.004607617201087739
ENSG00000154269.15,-0.004607203383161171
ENSG00000069011.16,0.004605242397922547
ENSG00000211912.1,-0.004600926079721598
ENSG00000211964.3,-0.004599502144574626
ENSG00000184106.8,0.004599485587975887
ENSG00000212569.1,-0.004599457803696008
ENSG00000117009.12,-0.004598569889838525
ENSG00000088726.16,0.00459777342134216
ENSG00000201435.1,0.004596838399729061
ENSG00000230798.5,-0.004593578277950315
ENSG00000282939.1,0.004592230913933842
ENSG00000285601.1,-0.004591468270555482
ENSG00000276753.1,0.00459145959788021
ENSG00000264720.3,0.0045886400871290875
ENSG00000206844.1,0.004588514155581418
ENSG00000286024.1,-0.004588034685396226
ENSG00000288658.1,-0.0045865339716217104
ENSG00000265206.5,-0.004585337190859416
ENSG00000251374.1,0.004584407390904109
ENSG00000222578.1,-0.004584349004397271
ENSG00000244676.5,-0.004583242876887142
ENSG00000265137.3,-0.0045832181066923425
ENSG00000277563.1,-0.004582517526288877
ENSG00000169894.18,-0.004581313640910745
ENSG00000212163.6,0.004579214714969636
ENSG00000184084.7,0.004578624555844613
ENSG00000129824.16,0.004575103607405236
ENSG00000264931.1,0.004575069664874844
ENSG00000269924.1,0.00456862531089783
ENSG00000196711.9,-0.004567059233659296
ENSG00000230641.1,0.004565850892466861
ENSG00000202514.1,-0.004554580665365991
